name,url,sku,group_id,price,in_stock,categories,image_url,keywords
"In the Clear Clarifying Cleanser",https://www.purcosmetics.com/in-the-clear,951168110,951168110,24.0000,true,"Pur Category|Skincare|Bestsellers|Best Sellers|Cleansers|Vegan|Gluten Free|Shop All|Shop All|Vegan|Gluten-Free|Vegan",https://www.purcosmetics.com/media/catalog/product/i/n/in-the-clear-cap-off.jpg,
"Lava Rocks Illuminating Blush ",https://www.purcosmetics.com/lava-rocks,951339040,951339040,23.5000,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/a/lava-rocks-1000x1000.jpg,
"Covered Lip Makeup Brush",https://www.purcosmetics.com/lip-brush,851666010,851666010,15.0000,true,"Brushes & Tools|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/c/o/covered-lip-makeup-brush-1000x1000.jpg,
"Lip Gloss Stick in Spiked Punch",https://www.purcosmetics.com/lip-gloss-stick,951450080,11284,18,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-spiked-punch-cap-off.jpg,
"Lip Gloss Stick in Daredevil",https://www.purcosmetics.com/lip-gloss-stick,951450070,11284,18,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-daredevil-cap-off.jpg,
"Lip Gloss Stick in Game Day",https://www.purcosmetics.com/lip-gloss-stick,951450060,11284,18,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-game-day-cap-off.jpg,
"Lip Gloss Stick in Coralline",https://www.purcosmetics.com/lip-gloss-stick,951450050,11284,18,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-coralline-cap-off.jpg,
"Lip Gloss Stick in Berry Pretty",https://www.purcosmetics.com/lip-gloss-stick,951450040,11284,18,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-berry-pretty-cap-off.jpg,
"Lip Gloss Stick in Beach Bum",https://www.purcosmetics.com/lip-gloss-stick,951450030,11284,18,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-beach-bum-cap-off.jpg,
"Lip Gloss Stick in Honey Pie",https://www.purcosmetics.com/lip-gloss-stick,951450020,11284,18,false,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-honey-pie-cap-off.jpg,
"Lip Gloss Stick in Rum Raisin",https://www.purcosmetics.com/lip-gloss-stick,951450010,11284,18,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-gloss-stick-rum-raisin-cap-off.jpg,
"Lip Lure Hydrating Lip Lacquer in Mystic",https://www.purcosmetics.com/lip-lure,951560060,11348,22,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-mystic-cap-off.jpg,
"Lip Lure Hydrating Lip Lacquer in Graceful",https://www.purcosmetics.com/lip-lure,951560050,11348,22,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-graceful-cap-off.jpg,
"Lip Lure Hydrating Lip Lacquer in Fancy",https://www.purcosmetics.com/lip-lure,951560040,11348,22,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-fancy-cap-off.jpg,
"Lip Lure Hydrating Lip Lacquer in Belle",https://www.purcosmetics.com/lip-lure,951560030,11348,22,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-belle-cap-off.jpg,
"Lip Lure Hydrating Lip Lacquer in Fiery",https://www.purcosmetics.com/lip-lure,951560020,11348,22,true,"Pur Category|Shop All|Sale ",https://www.purcosmetics.com/media/catalog/product/l/i/lip-lure-fiery-cap-off.jpg,
"Liquid Chisel Brush",https://www.purcosmetics.com/liquid-chisel-brush,951676020,951676020,23.0000,true,"Pur Category|Makeup|Brushes & Tools|Shop All|Gluten-Free|Vegan",https://www.purcosmetics.com/media/catalog/product/l/i/liquidchiselbrush_lr.jpg,
"Liquid Veil Airbrush Foundation in Dark",https://www.purcosmetics.com/liquid-veil,951242040,11412,39,false,"Pur Category|Makeup|Face|Shop All",https://www.purcosmetics.com/media/catalog/product/l/i/liquid-veil-spray-foundation-dark-cap-on.jpg,
